token,transcription,pos,morphology,alt_transcription_1,alt_transcription_2,alt_transcription_3,update_info,freq,lemma,comment,number_of_years
styringsrenta,S T YY2 R IH0 NG S R EH3 N T AH0,NN,SIN|DEF|NOM|FEM,,,,NB-aviskorpus,1868,styringsrente,,21.0
styringsrente,S T YY2 R IH0 NG S R EH3 N T AX0,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,951,styringsrente,,22.0
styringsrenten,S T YY2 R IH0 NG S R EH3 N T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,12691,styringsrente,,22.0
styringsrentene,S T YY2 R IH0 NG S R EH3 N T NX0 AX0,NN,PLU|DEF|NOM|MAS-FEM,,,,NB-aviskorpus,453,styringsrente,,22.0
styringsrenter,S T YY2 R IH0 NG S R EH3 N T AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,273,styringsrente,,22.0
styringsrådet,S T YY2 R IH0 NG S R OA3 D AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,920,styringsråd,,12.0
styrkebidrag,S T YH2 R K AX0 B II0 D R AA3 G,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,261,styrkebidrag,,21.0
styrkebidraget,S T YH2 R K AX0 B II0 D R AA3 G AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,312,styrkebidrag,,19.0
styrkerom,S T YH2 R K AX0 R OH3 M,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,190,styrkerom,,22.0
styrkerommet,S T YH2 R K AX0 R OH3 M AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,1027,styrkerom,,22.0
styrkesjef,S T YH2 R K AX0 SJ EE3 F,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,257,styrkesjef,,16.0
styrketallet,S T YH2 R K AX0 T AH3 L AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,158,styrketall,,4.0
styrkeøkt,S T YH2 R K AX0 OE3 K T,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,239,styrkeøkt,,19.0
styrkeøkter,S T YH2 R K AX0 OE3 K T AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,195,styrkeøkte,,22.0
stæsj,S T AEH1 SJ,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,155,stæsj,,21.0
stæsj,S T AEH1 SJ,VB,AKT|IMP,,,,NB-aviskorpus,150,stæsje,,2.0
stæsjer,S T AEH2 SJ AX0 R,VB,AKT|PRS,,,,NB-aviskorpus,317,stæsje,,13.0
Stølås,S T OE2 L OA3 S,PM,,,,,NB-aviskorpus,233,stølås,,6.0
støpekanten,S T OE2 P AX0 K AH3 N T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,309,støpekante,,13.0
støtdemping,S T OE1 T D EH3 M P IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,396,støtdemping,,20.0
støtskade,S T OE1 T S K AA3 D AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,234,støtskade,,22.0
støttedemonstrasjon,S T OEH2 T AX0 D AX0 M OH0 N S T R AH0 SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,209,støttedemonstrasjon,,19.0
støtteerklæringen,S T OEH2 T AX0 AEH0 R K L AE3 R IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,237,støtteerklæring,,22.0
støtteerklæringene,S T OEH2 T AX0 AEH0 R K L AE3 R IH0 NG AX0 N AX0,NN,PLU|DEF|NOM|MAS-FEM,,,,NB-aviskorpus,318,støtteerklæring,,22.0
støttehjul,S T OEH2 T AX0 J UU3 L,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,195,støttehjul,,21.0
støttekonserten,S T OEH2 T AX0 K OH0 N S AEH3 RT RNX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,305,støttekonsert,,20.0
støttemarkering,S T OEH2 T AX0 M AH0 R K EE3 R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,232,støttemarkering,,18.0
støttemarkeringen,S T OEH2 T AX0 M AH0 R K EE3 R IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,165,støttemarkeringe,,15.0
støttemeldinger,S T OEH2 T AX0 M EH3 L IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,293,støttemeldinge,,18.0
støttepakke,S T OEH2 T AX0 P AH3 K AX0,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,149,støttepakke,,20.0
støttepartiene,S T OEH2 T AX0 P AH0 RT II3 AX0 N AX0,NN,PLU|DEF|NOM|NEU,,,,NB-aviskorpus,2174,støtteparti,,22.0
støttepartiet,S T OEH2 T AX0 P AH0 RT II3 AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,395,støtteparti,,21.0
støttepasning,S T OEH2 T AX0 P AH3 S N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,176,støttepasning,,22.0
støttepasninger,S T OEH2 T AX0 P AH3 S N IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,277,støttepasninge,,22.0
støttepersonell,S T OEH2 T AX0 P AX0 RS OH0 N EH3 L,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,173,støttepersonell,,21.0
støvellandet,S T OEH2 V AX0 L L AH3 N AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,271,støvelland,,22.0
støvlag,S T OE2 V L AA3 G,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,153,støvlag,,18.0
støvleskaft,S T OEH2 V L AX0 S K AH3 F T,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,358,støvleskaft,,22.0
støyrapport,S T OEJ1 R AH0 P OAH3 RT,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,162,støyrapport,,13.0
støyreduksjon,S T OEJ1 R AX0 D UH0 K SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,269,støyreduksjon,,18.0
støyrock,S T OEJ1 R OAH3 K,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,152,støyrock,,21.0
ståendeskytingen,S T OA2 AX0 N AX0 SJ YY3 T IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,150,ståendeskytinge,,17.0
stålkonstruksjon,S T OA2 L K OAH0 N S T R UH0 K SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,200,stålkonstruksjon,,22.0
stålkonstruksjonen,S T OA2 L K OAH0 N S T R UH0 K SJ OO3 N NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,209,stålkonstruksjon,,21.0
stålkontroll,S T OA2 L K OH0 N T R OAH3 L,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,1422,stålkontroll,,21.0
stålkuler,S T OA2 L K UU3 L AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,154,stålkule,,20.0
stålkvalitet,S T OA2 L K V AH0 L IH0 T EE3 T,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,184,stålkvalit,,6.0
stålprodusenter,S T OA2 L P R OH0 D UH0 S EH3 N T AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,159,stålprodusente,,20.0
ståltak,S T OA2 L T AA3 K,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,335,ståltak,,20.0
ståltanker,S T OA2 L T AH3 NG K AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,176,ståltank,,21.0
ståpåvilje,S T OA2 P OA0 V IH3 L J AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,187,ståpåvilje,,22.0
ståtribunen,S T OA1 T R IH0 B UU3 N NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,214,ståtribune,,21.0
Subutex,S UH1 B UH0 T EH3 K S,PM,,,,,NB-aviskorpus,293,subutex,,21.0
subwoofer,S OEH1 B V UU3 F AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,335,subwoofe,,17.0
subwooferen,S OEH1 B V UU3 F AX0 RN,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,182,subwoofere,,15.0
suicidale,S UU0 IH0 S IH0 D AA1 L AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,358,suicidal,,22.0
suicidale,S UU0 IH0 S IH0 D AA1 L AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,suicidal,,2.0
sukkeravgift,S OH2 K AX0 R AA0 V J IH3 F T,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,183,sukkeravgift,,16.0
sukkeravgiften,S OH2 K AX0 R AA0 V J IH3 F T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,865,sukkeravgifte,,18.0
sukkerbombene,S OH2 K AX0 R B OH3 M B AX0 N AX0,NN,PLU|DEF|NOM|MAS-FEM,,,,NB-aviskorpus,380,sukkerbombe,,3.0
sukkerforbruket,S OH2 K AX0 R F OAH0 R B R UU3 K AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,169,sukkerforbruk,,18.0
sukkerholdig,S OH2 K AX0 R H OAH3 L D IH0,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,356,sukkerholdig,,21.0
sukkerholdige,S OH2 K AX0 R H OAH3 L D IH0 AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,502,sukkerholdig,,22.0
sukkerholdige,S OH2 K AX0 R H OAH3 L D IH0 AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,sukkerholdig,,2.0
sukkerinnholdet,S OH2 K AX0 R IH0 N H OAH3 L AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,425,sukkerinnhold,,21.0
sukkerinntak,S OH2 K AX0 R IH0 N T AA3 K,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,171,sukkerinntak,,21.0
sukkerinntaket,S OH2 K AX0 R IH0 N T AA3 K AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,201,sukkerinntak,,21.0
suksesserie,S UH0 K S EH1 S EE3 R IH0 AX0,NN,SIN|IND|NOM|MAS,S YH0 K S EE1 EE3 R IH0 AX0,,,NB-aviskorpus,153,suksesserie,,21.0
suksesserien,S UH0 K S EH1 S EE3 R IH0 AX0 N,NN,SIN|DEF|NOM|MAS,S YH0 K S EE1 EE3 R IH0 AX0 N,,,NB-aviskorpus,720,suksesserie,,21.0
suksessfaktoren,S UH0 K S EH1 S F AH0 K T OH3 RN,NN,SIN|DEF|NOM|MAS,S YH0 K S EE1 F AH0 K T OH3 RN,,,NB-aviskorpus,286,suksessfaktore,,22.0
suksessfaktorene,S UH0 K S EH1 S F AH0 K T OO3 RNX0 AX0,NN,PLU|DEF|NOM|MAS,S UH0 K S EH1 S F AH0 K T OH3 RN AX0,S YH0 K S EE1 F AH0 K T OO3 RNX0 AX0,S YH0 K S EE1 F AH0 K T OH3 RN AX0,NB-aviskorpus,341,suksessfaktore,,22.0
suksessformel,S UH0 K S EH1 S F OAH3 R M AX0 L,NN,SIN|IND|NOM|MAS,S YH0 K S EE1 F OAH3 R M AX0 L,,,NB-aviskorpus,355,suksessformel,,20.0
suksessformelen,S UH0 K S EH1 S F OAH3 R M AX0 L NX0,NN,SIN|DEF|NOM|MAS,S YH0 K S EE1 F OAH3 R M AX0 L NX0,,,NB-aviskorpus,421,suksessformele,,22.0
suksesshistorie,S UH0 K S EH1 S H IH0 S T OO3 R IH0 AX0,NN,SIN|IND|NOM|MAS-FEM,S YH0 K S EE1 H IH0 S T OO3 R IH0 AX0,,,NB-aviskorpus,1859,suksesshistorie,,22.0
suksesshistorien,S UH0 K S EH1 S H IH0 S T OO3 R IH0 AX0 N,NN,SIN|DEF|NOM|MAS,S YH0 K S EE1 H IH0 S T OO3 R IH0 AX0 N,,,NB-aviskorpus,456,suksesshistorie,,21.0
suksesshistoriene,S UH0 K S EH1 S H IH0 S T OO3 R IH0 AX0 N AX0,NN,PLU|DEF|NOM|MAS-FEM,S YH0 K S EE1 H IH0 S T OO3 R IH0 AX0 N AX0,,,NB-aviskorpus,240,suksesshistorie,,22.0
suksesshistorier,S UH0 K S EH1 S H IH0 S T OO3 R IH0 AX0 R,NN,PLU|IND|NOM|MAS-FEM,S YH0 K S EE1 H IH0 S T OO3 R IH0 AX0 R,,,NB-aviskorpus,625,suksesshistorie,,22.0
suksesskriteriene,S UH0 K S EH1 S K R IH0 T EE3 R IH0 AX0 N AX0,NN,PLU|DEF|NOM|NEU,S YH0 K S EE1 K R IH0 T EE3 R IH0 AX0 N AX0,,,NB-aviskorpus,215,suksesskriterie,,22.0
suksesskriterier,S UH0 K S EH1 S K R IH0 T EE3 R IH0 AX0 R,NN,PLU|IND|NOM|NEU,S YH0 K S EE1 K R IH0 T EE3 R IH0 AX0 R,,,NB-aviskorpus,289,suksesskriterie,,22.0
suksesskriterium,S UH0 K S EH1 S K R IH0 T EE3 R IH0 UH0 M,NN,SIN-PLU|IND|NOM|NEU,S YH0 K S EE1 K R IH0 T EE3 R IH0 UH0 M,,,NB-aviskorpus,282,suksesskriterium,,22.0
suksessoppskrift,S UH0 K S EH1 S OAH0 P S K R IH3 F T,NN,SIN|IND|NOM|MAS-FEM,S YH0 K S EE1 OAH0 P S K R IH3 F T,,,NB-aviskorpus,659,suksessoppskrift,,21.0
suksessoppskriften,S UH0 K S EH1 S OAH0 P S K R IH3 F T NX0,NN,SIN|DEF|NOM|MAS,S YH0 K S EE1 OAH0 P S K R IH3 F T NX0,,,NB-aviskorpus,857,suksessoppskrifte,,21.0
suksessprodusenten,S UH0 K S EH1 S P R OH0 D UH0 S EH3 N T NX0,NN,SIN|DEF|NOM|MAS,S YH0 K S EE1 P R OH0 D UH0 S EH3 N T NX0,,,NB-aviskorpus,186,suksessprodusente,,12.0
suksessrate,S UH0 K S EH1 S R AA3 T AX0,NN,SIN|IND|NOM|MAS,S YH0 K S EE1 R AA3 T AX0,,,NB-aviskorpus,162,suksessrate,,19.0
suksessroman,S UH0 K S EH1 S R OH0 M AA3 N,NN,SIN|IND|NOM|MAS,S YH0 K S EE1 R OH0 M AA3 N,,,NB-aviskorpus,251,suksessroman,,22.0
sulfidholdig,S UH0 L F II1 D H OAH3 L D IH0,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,226,sulfidholdig,,6.0
sultestreike,S UH2 L T AX0 S T R AEJ3 K AX0,VB,AKT|INF,,,,NB-aviskorpus,412,sultestreike,,22.0
sultfølelsen,S UH1 L T F OE3 L LX0 S NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,149,sultfølelse,,21.0
Sunnanå,S UH1 N AH0 N OA3,PM,,,,,NB-aviskorpus,223,sunnanå,,3.0
sunniarabere,S UH1 N IH0 AH0 R AA3 B AX0 R AX0,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,291,sunniarabere,,13.0
sunniarabiske,S UH1 N IH0 AH0 R AA3 B IH0 S K AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,451,sunniarabisk,,16.0
sunniarabiske,S UH1 N IH0 AH0 R AA3 B IH0 S K AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,237,sunniarabisk,,15.0
sunnidominerte,S UH1 N IH0 D OH0 M IH0 N EE3 RT AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,177,sunnidominert,,16.0
sunnidominerte,S UH1 N IH0 D OH0 M IH0 N EE3 RT AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,sunnidominert,,2.0
sunniene,S UH1 N IH0 AX0 N AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,584,sunnie,,19.0
sunnier,S UH1 N IH0 AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,1264,sunnie,,20.0
sunnimuslimsk,S UH1 N IH0 M UH0 S L II3 M S K,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,1122,sunnimuslimsk,,20.0
sunniopprørere,S UH1 N IH0 OAH0 P R OE3 R AX0 R AX0,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,157,sunniopprørere,,10.0
sunnmørsklubben,S UH2 N M OE0 RS K L UH3 B AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,150,sunnmørsklubbe,,17.0
super-G-cupen,S UU1 P AX0 R G EE0 K OEH3 P AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,520,super-g-cupe,,22.0
super-G-renn,S UU1 P AX0 R G EE0 R EH3 N,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,605,super-G-renn,,22.0
super-G-rennet,S UU1 P AX0 R G EE0 R EH3 N AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,1043,super-g-renn,,22.0
superagenten,S UU1 P AX0 R AH0 G EH3 N T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,191,superagente,,21.0
superbil,S UU1 P AX0 R B II3 L,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,1003,superbil,,21.0
superbilen,S UU1 P AX0 R B II3 L NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,711,superbile,,19.0
superbiler,S UU1 P AX0 R B II3 L AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,184,superbile,,15.0
superbra,S UU1 P AX0 R B R AH0,JJ,SIN-PLU|IND-DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,166,superbra,,20.0
superbredbånd,S UU1 P AX0 R B R EE0 B OAH3 N,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,151,superbredbånd,,13.0
supercomputer,S UU1 P AX0 R K OAH0 M P J UU3 T AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,188,supercompute,,16.0
supercup,S UU1 P AX0 R K OEH3 P,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,225,supercup,,22.0
supercupen,S UU1 P AX0 R K OEH3 P AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,1565,supercupe,,22.0
supercupfinalen,S UU1 P AX0 R K OEH0 P F IH0 N AA3 L NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,405,supercupfinale,,21.0
superdanske,S UU1 P AX0 RD AH3 N S K AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,172,superdansk,,4.0
superdanske,S UU1 P AX0 RD AH3 N S K AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,superdansk,,2.0
superdelegatene,S UU1 P AX0 RD AX0 L AX0 G AA3 T NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,629,superdelegate,,5.0
superdelegater,S UU1 P AX0 RD AX0 L AX0 G AA3 T AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,634,superdelegate,,6.0
superdraktene,S UU1 P AX0 RD R AH3 K T NX0 AX0,NN,PLU|DEF|NOM|MAS-FEM,,,,NB-aviskorpus,181,superdrakte,,10.0
superduell,S UU1 P AX0 RD UH0 EH3 L,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,455,superduell,,22.0
superduellen,S UU1 P AX0 RD UH0 EH3 L NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,357,superduelle,,22.0
superduo,S UU1 P AX0 RD UU3 OH0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,165,superduo,,22.0
superduoen,S UU1 P AX0 RD UU3 OH0 AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,491,superduo,,22.0
superfinale,S UU1 P AX0 R F IH0 N AA3 L AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,174,superfinale,,21.0
superform,S UU1 P AX0 R F OAH3 R M,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,865,superform,,22.0
superfornøyd,S UU1 P AX0 R F OAH0 RN OEJ3 D,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,577,superfornøyd,,21.0
superglad,S UU1 P AX0 R G L AA3,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,165,superglad,,19.0
supergod,S UU1 P AX0 R G OO3,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,185,supergod,,17.0
supergruppa,S UU1 P AX0 R G R UH3 P AH0,NN,SIN|DEF|NOM|FEM,,,,NB-aviskorpus,321,supergruppe,,22.0
superhelten,S UU1 P AX0 R H EH3 L T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,718,superhelt,,22.0
superheltene,S UU1 P AX0 R H EH3 L T NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,392,superhelt,,22.0
superhelter,S UU1 P AX0 R H EH3 L T AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,1232,superhelt,,22.0
superheltfilm,S UU1 P AX0 R H AX0 L T F IH3 L M,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,179,superheltfilm,,17.0
superheltfilmen,S UU1 P AX0 R H AX0 L T F IH3 L M AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,153,superheltfilme,,18.0
superhit,S UU1 P AX0 R H IH3 T,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,302,superhit,,22.0
superhiten,S UU1 P AX0 R H IH3 T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,418,superhite,,22.0
superinnbytter,S UU1 P AX0 R IH0 N B YH3 T AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,186,superinnbytte,,20.0
superjumbo,S UU1 P AX0 R J UH3 M B OH0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,582,superjumbo,,12.0
superjumboen,S UU1 P AX0 R J UH3 M B OH0 AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,166,superjumboe,,16.0
superkamp,S UU1 P AX0 R K AH3 M P,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,206,superkamp,,22.0
superkampen,S UU1 P AX0 R K AH3 M P AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,2466,superkampe,,19.0
superkjendisen,S UU1 P AX0 R KJ EH3 N D IH0 S NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,179,superkjendis,,21.0
superkjendiser,S UU1 P AX0 R KJ EH3 N D IH0 S AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,256,superkjendis,,22.0
superkjøp,S UU1 P AX0 R KJ OE3 P,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,156,superkjøp,,17.0
superkombinasjon,S UU1 P AX0 R K OH0 M B IH0 N AH0 SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,989,superkombinasjon,,15.0
superkombinasjonen,S UU1 P AX0 R K OH0 M B IH0 N AH0 SJ OO3 N NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,1978,superkombinasjone,,15.0
superkrefter,S UU1 P AX0 R K R EH3 F T AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,669,superkrefte,,22.0
superkupp,S UU1 P AX0 R K UH3 P,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,163,superkupp,,7.0
superlaget,S UU1 P AX0 RL AA3 G AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,168,superlag,,22.0
superlaksen,S UU1 P AX0 RL AH3 K S NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,190,superlakse,,3.0
superligaklubben,S UU1 P AX0 RL II0 G AH0 K L UH3 B AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,264,superligaklubbe,,22.0
superlim,S UU1 P AX0 RL II3 M,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,859,superlim,,22.0
superlønn,S UU1 P AX0 RL OEH3 N,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,489,superlønn,,22.0
superløp,S UU1 P AX0 RL OE3 P,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,470,superløp,,21.0
superløpet,S UU1 P AX0 RL OE3 P AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,153,superløp,,20.0
supermarkedkjeden,S UU1 P AX0 R M AH0 R K AX0 D KJ EE3 D NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,247,supermarkedkjede,,22.0
supermat,S UU1 P AX0 R M AA3 T,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,295,supermat,,14.0
supermennesker,S UU1 P AX0 R M EH3 N AX0 S K AX0 R,NN,PLU|IND|NOM|NEU,,,,NB-aviskorpus,170,supermenneske,,22.0
supermodell,S UU1 P AX0 R M OH0 D EH3 L,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,1288,supermodell,,22.0
supermodellene,S UU1 P AX0 R M OH0 D EH3 L NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,195,supermodelle,,22.0
supermoderne,S UU1 P AX0 R M OH0 D AE3 RN AX0,JJ,SIN-PLU|IND-DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,207,supermoderne,,22.0
supermotivert,S UU1 P AX0 R M OH0 T IH0 V EE3 RT,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,164,supermotivert,,20.0
supermål,S UU1 P AX0 R M OA3 L,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,411,supermål,,22.0
supermånen,S UU1 P AX0 R M OA3 N NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,156,supermåne,,9.0
supernett,S UU1 P AX0 RN EH3 T,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,188,supernett,,15.0
superonsdag,S UU1 P AX0 R OAH0 N S D AA3 G,NN,SIN|IND|NOM|MAS,S UU1 P AX0 R OAH0 N S D AA3,,,NB-aviskorpus,270,superonsdag,,9.0
superpar,S UU1 P AX0 R P AA3 R,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,200,superpar,,21.0
superparet,S UU1 P AX0 R P AA3 R AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,283,superpar,,22.0
superprodusenten,S UU1 P AX0 R P R OH0 D UH0 S EH3 N T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,198,superprodusente,,21.0
superprofitt,S UU1 P AX0 R P R OH0 F IH3 T,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,472,superprofitt,,17.0
superrask,S UU1 P AX0 R R AH3 S K,JJ,SIN|IND|NOM|MAS-FEM|POS,,,,NB-aviskorpus,287,superrask,,22.0
